Id,Label
604,sapo
605,cachorro
606,aviao
607,gato
608,sapo
609,automovel
610,automovel
611,gato
612,aviao
613,passaro
614,veado
615,automovel
616,passaro
617,cavalo
618,cachorro
619,cavalo
620,cavalo
621,caminhao
622,caminhao
623,gato
624,sapo
625,automovel
626,passaro
627,automovel
628,automovel
629,veado
630,aviao
631,automovel
632,cavalo
633,passaro
634,cavalo
635,aviao
636,cachorro
637,cavalo
638,gato
639,veado
640,caminhao
641,cavalo
642,aviao
643,automovel
644,cavalo
645,navio
646,gato
647,passaro
648,automovel
649,veado
650,cachorro
651,cachorro
652,passaro
653,cavalo
654,veado
655,gato
656,veado
657,aviao
658,passaro
659,aviao
660,cachorro
661,automovel
662,automovel
663,automovel
664,caminhao
665,aviao
666,passaro
667,navio
668,passaro
669,gato
670,automovel
671,veado
672,navio
673,cachorro
674,gato
675,aviao
676,veado
677,automovel
678,sapo
679,navio
680,veado
681,veado
682,veado
683,navio
684,automovel
685,cachorro
686,gato
687,sapo
688,cavalo
689,veado
690,navio
691,caminhao
692,caminhao
693,veado
694,veado
695,cachorro
696,cavalo
697,cavalo
698,cachorro
699,automovel
700,veado
701,cachorro
702,automovel
703,veado
704,cachorro
705,automovel
706,navio
707,sapo
708,cachorro
709,caminhao
710,veado
711,gato
712,aviao
713,navio
714,aviao
715,gato
716,caminhao
717,navio
718,gato
719,caminhao
720,gato
721,passaro
722,cachorro
723,automovel
724,caminhao
725,caminhao
726,cachorro
727,cavalo
728,automovel
729,cachorro
730,sapo
731,gato
732,aviao
733,cachorro
734,automovel
735,aviao
736,passaro
737,aviao
738,veado
739,caminhao
740,navio
741,automovel
742,passaro
743,navio
744,passaro
745,gato
746,caminhao
747,gato
748,automovel
749,caminhao
750,veado
751,passaro
752,passaro
753,caminhao
754,veado
755,passaro
756,sapo
757,cachorro
758,navio
759,caminhao
760,automovel
761,navio
762,cavalo
763,veado
764,cachorro
765,cachorro
766,sapo
767,veado
768,cavalo
769,sapo
770,cachorro
771,sapo
772,passaro
773,cachorro
774,aviao
775,caminhao
776,navio
777,aviao
778,aviao
779,sapo
780,sapo
781,cavalo
782,cavalo
783,veado
784,sapo
785,passaro
786,sapo
787,automovel
788,automovel
789,navio
790,passaro
791,sapo
792,cachorro
793,cachorro
794,automovel
795,passaro
796,aviao
797,caminhao
798,cavalo
799,sapo
800,navio
801,passaro
802,cachorro
803,passaro
804,caminhao
805,gato
806,veado
807,cachorro
808,automovel
809,passaro
810,sapo
811,gato
812,automovel
813,aviao
814,caminhao
815,gato
816,passaro
817,sapo
818,passaro
819,sapo
820,caminhao
821,passaro
822,aviao
823,cavalo
824,automovel
825,passaro
826,aviao
827,cachorro
828,cavalo
829,aviao
830,sapo
831,automovel
832,automovel
833,sapo
834,veado
835,sapo
836,aviao
837,passaro
838,caminhao
839,caminhao
840,cachorro
841,cachorro
842,aviao
843,cavalo
844,passaro
845,cavalo
846,veado
847,caminhao
848,sapo
849,veado
850,automovel
851,automovel
852,caminhao
853,gato
854,automovel
855,caminhao
856,navio
857,caminhao
858,sapo
859,veado
860,automovel
861,cachorro
862,gato
863,gato
864,passaro
865,passaro
866,cachorro
867,automovel
868,cachorro
869,automovel
870,navio
871,navio
872,cavalo
873,caminhao
874,passaro
875,passaro
876,aviao
877,veado
878,caminhao
879,veado
880,caminhao
881,veado
882,navio
883,sapo
884,navio
885,automovel
886,passaro
887,cachorro
888,sapo
889,gato
890,automovel
891,automovel
892,caminhao
893,passaro
894,gato
895,gato
896,cavalo
897,navio
898,cachorro
899,sapo
900,navio
901,sapo
902,automovel
903,cavalo
904,caminhao
905,gato
906,passaro
907,gato
908,sapo
909,navio
910,cavalo
911,aviao
912,aviao
913,cavalo
914,aviao
915,aviao
916,cavalo
917,automovel
918,navio
919,automovel
920,cachorro
921,veado
922,aviao
923,passaro
924,cavalo
925,aviao
926,sapo
927,aviao
928,aviao
929,automovel
930,caminhao
931,sapo
932,navio
933,aviao
934,caminhao
935,caminhao
936,aviao
937,navio
938,cachorro
939,gato
940,cavalo
941,navio
942,cavalo
943,aviao
944,caminhao
945,veado
946,aviao
947,sapo
948,cavalo
949,navio
950,veado
951,automovel
952,cachorro
953,caminhao
954,cachorro
955,sapo
956,automovel
957,navio
958,cachorro
959,passaro
960,gato
961,cavalo
962,gato
963,automovel
964,navio
965,gato
966,cachorro
967,gato
968,gato
969,cavalo
970,passaro
971,cavalo
972,cavalo
973,gato
974,veado
975,navio
976,cavalo
977,automovel
978,aviao
979,veado
980,cavalo
981,sapo
982,sapo
983,gato
984,navio
985,sapo
986,gato
987,aviao
988,automovel
989,sapo
990,navio
991,veado
992,cachorro
993,aviao
994,sapo
995,cavalo
996,automovel
997,automovel
998,navio
999,navio
1000,sapo
1001,caminhao
1002,gato
1003,sapo
1004,sapo
1005,veado
1006,veado
1007,passaro
1008,aviao
1009,automovel
1010,veado
1011,aviao
1012,passaro
1013,cavalo
1014,aviao
1015,cavalo
1016,gato
1017,gato
1018,aviao
1019,passaro
1020,sapo
1021,veado
1022,gato
1023,cavalo
1024,cavalo
1025,veado
1026,cachorro
1027,automovel
1028,caminhao
1029,caminhao
1030,navio
1031,gato
1032,caminhao
1033,aviao
1034,gato
1035,passaro
1036,automovel
1037,caminhao
1038,passaro
1039,passaro
1040,aviao
1041,navio
1042,cachorro
1043,gato
1044,passaro
1045,veado
1046,aviao
1047,automovel
1048,passaro
1049,veado
1050,caminhao
1051,cavalo
1052,veado
1053,cavalo
1054,sapo
1055,aviao
1056,cachorro
1057,sapo
1058,aviao
1059,cavalo
1060,sapo
1061,automovel
1062,veado
1063,navio
1064,automovel
1065,veado
1066,aviao
1067,cachorro
1068,automovel
1069,automovel
1070,passaro
1071,sapo
1072,passaro
1073,automovel
1074,caminhao
1075,gato
1076,navio
1077,caminhao
1078,passaro
1079,cavalo
1080,caminhao
1081,passaro
1082,aviao
1083,cavalo
1084,sapo
1085,cachorro
1086,navio
1087,sapo
1088,gato
1089,automovel
1090,navio
1091,aviao
1092,automovel
1093,veado
1094,veado
1095,cachorro
1096,sapo
1097,navio
1098,passaro
1099,cachorro
1100,gato
1101,cachorro
1102,gato
1103,sapo
1104,sapo
1105,aviao
1106,veado
1107,gato
1108,gato
1109,caminhao
1110,cachorro
1111,navio
1112,automovel
1113,cavalo
1114,cachorro
1115,gato
1116,sapo
1117,gato
1118,automovel
1119,sapo
1120,aviao
1121,automovel
1122,automovel
1123,veado
1124,cavalo
1125,gato
1126,passaro
1127,aviao
1128,cavalo
1129,passaro
1130,passaro
1131,passaro
1132,passaro
1133,sapo
1134,veado
1135,automovel
1136,veado
1137,veado
1138,navio
1139,caminhao
1140,aviao
1141,cavalo
1142,aviao
1143,cachorro
1144,caminhao
1145,cachorro
1146,navio
1147,aviao
1148,cavalo
1149,veado
1150,gato
1151,cavalo
1152,passaro
1153,gato
1154,aviao
1155,sapo
1156,passaro
1157,caminhao
1158,sapo
1159,navio
1160,cachorro
1161,caminhao
1162,sapo
1163,passaro
1164,automovel
1165,cavalo
1166,cachorro
1167,cavalo
1168,aviao
1169,caminhao
1170,navio
1171,passaro
1172,caminhao
1173,sapo
1174,veado
1175,navio
1176,caminhao
1177,veado
1178,veado
1179,gato
1180,navio
1181,sapo
1182,caminhao
1183,veado
1184,gato
1185,caminhao
1186,cachorro
1187,caminhao
1188,sapo
1189,caminhao
1190,navio
1191,veado
1192,passaro
1193,sapo
1194,aviao
1195,cachorro
1196,passaro
1197,aviao
1198,cachorro
1199,cavalo
1200,veado
1201,cavalo
1202,veado
1203,caminhao
1204,aviao
1205,navio
1206,sapo
1207,caminhao
1208,gato
1209,veado
1210,cachorro
1211,cavalo
1212,aviao
1213,navio
1214,veado
1215,aviao
1216,navio
1217,automovel
1218,navio
1219,gato
1220,veado
1221,gato
1222,passaro
1223,automovel
1224,gato
1225,navio
1226,veado
1227,automovel
1228,aviao
1229,aviao
1230,veado
1231,automovel
1232,sapo
1233,cavalo
1234,sapo
1235,cachorro
1236,sapo
1237,veado
1238,aviao
1239,gato
1240,veado
1241,gato
1242,passaro
1243,sapo
1244,caminhao
1245,passaro
1246,veado
1247,gato
1248,caminhao
1249,navio
1250,cachorro
1251,navio
1252,aviao
1253,aviao
1254,cavalo
1255,sapo
1256,passaro
1257,navio
1258,cachorro
1259,gato
1260,gato
1261,veado
1262,aviao
1263,gato
1264,gato
1265,automovel
1266,veado
1267,sapo
1268,aviao
1269,navio
1270,automovel
1271,sapo
1272,automovel
1273,aviao
1274,automovel
1275,sapo
1276,gato
1277,passaro
1278,cavalo
1279,passaro
1280,cavalo
1281,passaro
1282,passaro
1283,veado
1284,passaro
1285,aviao
1286,passaro
1287,caminhao
1288,aviao
1289,automovel
1290,automovel
1291,veado
1292,passaro
1293,caminhao
1294,veado
1295,veado
1296,caminhao
1297,aviao
1298,cachorro
1299,veado
1300,navio
1301,gato
1302,caminhao
1303,gato
1304,aviao
1305,passaro
1306,veado
1307,veado
1308,automovel
1309,passaro
1310,automovel
1311,veado
1312,aviao
1313,veado
1314,automovel
1315,veado
1316,cavalo
1317,navio
1318,veado
1319,gato
1320,sapo
1321,passaro
1322,automovel
1323,sapo
1324,automovel
1325,aviao
1326,gato
1327,veado
1328,aviao
1329,caminhao
1330,aviao
1331,navio
1332,aviao
1333,passaro
1334,navio
1335,gato
1336,cachorro
1337,veado
1338,aviao
1339,navio
1340,gato
1341,navio
1342,sapo
1343,aviao
1344,navio
1345,cachorro
1346,caminhao
1347,gato
1348,navio
1349,gato
1350,cachorro
1351,veado
1352,caminhao
1353,automovel
1354,veado
1355,veado
1356,navio
1357,gato
1358,veado
1359,sapo
1360,caminhao
1361,passaro
1362,cachorro
1363,cavalo
1364,automovel
1365,aviao
1366,sapo
1367,navio
1368,gato
1369,automovel
1370,aviao
1371,cachorro
1372,gato
1373,aviao
1374,cachorro
1375,passaro
1376,aviao
1377,caminhao
1378,cachorro
1379,cachorro
1380,automovel
1381,navio
1382,navio
1383,passaro
1384,navio
1385,cavalo
1386,caminhao
1387,sapo
1388,veado
1389,passaro
1390,caminhao
1391,cachorro
1392,caminhao
1393,gato
1394,sapo
1395,navio
1396,navio
1397,cavalo
1398,passaro
1399,veado
1400,veado
1401,cachorro
1402,cachorro
1403,caminhao
1404,caminhao
1405,caminhao
1406,passaro
1407,cavalo
1408,gato
1409,gato
1410,passaro
1411,navio
1412,navio
1413,passaro
1414,sapo
1415,aviao
1416,aviao
1417,veado
1418,aviao
1419,automovel
1420,caminhao
1421,veado
1422,sapo
1423,passaro
1424,gato
1425,caminhao
1426,navio
1427,navio
1428,aviao
1429,veado
1430,aviao
1431,gato
1432,veado
1433,aviao
1434,automovel
1435,aviao
1436,aviao
1437,passaro
1438,gato
1439,gato
1440,gato
1441,sapo
1442,veado
1443,gato
1444,cavalo
1445,caminhao
1446,caminhao
1447,veado
1448,veado
1449,navio
1450,veado
1451,passaro
1452,caminhao
1453,veado
1454,navio
1455,passaro
1456,caminhao
1457,aviao
1458,automovel
1459,gato
1460,cachorro
1461,veado
1462,gato
1463,passaro
1464,caminhao
1465,automovel
1466,cavalo
1467,navio
1468,passaro
1469,passaro
1470,passaro
1471,aviao
1472,aviao
1473,aviao
1474,gato
1475,cavalo
1476,aviao
1477,automovel
1478,cavalo
1479,aviao
1480,navio
1481,passaro
1482,veado
1483,caminhao
1484,caminhao
1485,cachorro
1486,caminhao
1487,automovel
1488,gato
1489,caminhao
1490,caminhao
1491,passaro
1492,cavalo
1493,gato
1494,gato
1495,cavalo
1496,cavalo
1497,passaro
1498,gato
1499,navio
1500,passaro
1501,passaro
1502,aviao
1503,gato
1504,aviao
1505,navio
1506,gato
1507,gato
1508,passaro
1509,passaro
1510,cavalo
1511,gato
1512,automovel
1513,cavalo
1514,automovel
1515,cavalo
1516,automovel
1517,cachorro
1518,sapo
1519,passaro
1520,cavalo
1521,passaro
1522,automovel
1523,gato
1524,gato
1525,passaro
1526,veado
1527,passaro
1528,cavalo
1529,navio
1530,sapo
1531,caminhao
1532,passaro
1533,aviao
1534,navio
1535,aviao
1536,automovel
1537,navio
1538,sapo
1539,aviao
1540,caminhao
1541,passaro
1542,gato
1543,caminhao
1544,caminhao
1545,veado
1546,aviao
1547,automovel
1548,cavalo
1549,cachorro
1550,navio
1551,caminhao
1552,caminhao
1553,cavalo
1554,gato
1555,navio
1556,passaro
1557,caminhao
1558,gato
1559,aviao
1560,cavalo
1561,caminhao
1562,automovel
1563,caminhao
1564,sapo
1565,cavalo
1566,aviao
1567,cavalo
1568,passaro
1569,veado
1570,cachorro
1571,sapo
1572,sapo
1573,sapo
1574,automovel
1575,veado
1576,gato
1577,navio
1578,automovel
1579,aviao
1580,cachorro
1581,sapo
1582,veado
1583,cachorro
1584,automovel
1585,veado
1586,passaro
1587,passaro
1588,cavalo
1589,caminhao
1590,cavalo
1591,aviao
1592,cavalo
1593,aviao
1594,sapo
1595,gato
1596,cachorro
1597,veado
1598,automovel
1599,navio
1600,sapo
1601,automovel
1602,cavalo
1603,passaro
1604,sapo
1605,sapo
1606,cavalo
1607,sapo
1608,veado
1609,automovel
1610,cachorro
1611,cavalo
1612,caminhao
1613,automovel
1614,cavalo
1615,caminhao
1616,gato
1617,navio
1618,cachorro
1619,navio
1620,gato
1621,veado
1622,sapo
1623,caminhao
1624,sapo
1625,cavalo
1626,aviao
1627,aviao
1628,aviao
1629,veado
1630,veado
1631,automovel
1632,aviao
1633,automovel
1634,navio
1635,veado
1636,veado
1637,aviao
1638,caminhao
1639,passaro
1640,caminhao
1641,passaro
1642,passaro
1643,cachorro
1644,veado
1645,navio
1646,cachorro
1647,gato
1648,sapo
1649,cachorro
1650,automovel
1651,cachorro
1652,navio
1653,cachorro
1654,passaro
1655,aviao
1656,cachorro
1657,cavalo
1658,automovel
1659,caminhao
1660,caminhao
1661,cavalo
1662,aviao
1663,cavalo
1664,veado
1665,automovel
1666,navio
1667,cachorro
1668,veado
1669,sapo
1670,automovel
1671,passaro
1672,cavalo
1673,navio
1674,gato
1675,sapo
1676,gato
1677,navio
1678,cachorro
1679,sapo
1680,navio
1681,cavalo
1682,navio
1683,sapo
1684,aviao
1685,passaro
1686,cavalo
1687,automovel
1688,automovel
1689,sapo
1690,cachorro
1691,gato
1692,navio
1693,automovel
1694,navio
1695,caminhao
1696,automovel
1697,navio
1698,caminhao
1699,navio
1700,automovel
1701,navio
1702,aviao
1703,cachorro
1704,veado
1705,gato
1706,automovel
1707,passaro
1708,aviao
1709,cachorro
1710,caminhao
1711,caminhao
1712,cachorro
1713,gato
1714,passaro
1715,aviao
1716,cavalo
1717,aviao
1718,caminhao
1719,cavalo
1720,gato
1721,cachorro
1722,aviao
1723,passaro
1724,cavalo
1725,cavalo
1726,veado
1727,passaro
1728,automovel
1729,passaro
1730,automovel
1731,automovel
1732,automovel
1733,caminhao
1734,passaro
1735,automovel
1736,passaro
1737,sapo
1738,cavalo
1739,navio
1740,gato
1741,gato
1742,caminhao
1743,aviao
1744,sapo
1745,cavalo
1746,caminhao
1747,navio
1748,aviao
1749,gato
1750,passaro
1751,aviao
1752,navio
1753,passaro
1754,sapo
1755,veado
1756,gato
1757,veado
1758,navio
1759,passaro
1760,sapo
1761,cavalo
1762,automovel
1763,cachorro
1764,gato
1765,passaro
1766,cavalo
1767,aviao
1768,gato
1769,sapo
1770,aviao
1771,passaro
1772,gato
1773,navio
1774,passaro
1775,cachorro
1776,gato
1777,cavalo
1778,cachorro
1779,aviao
1780,automovel
1781,passaro
1782,navio
1783,cachorro
1784,caminhao
1785,gato
1786,veado
1787,gato
1788,veado
1789,gato
1790,cachorro
1791,automovel
1792,passaro
1793,veado
1794,sapo
1795,cachorro
1796,automovel
1797,automovel
1798,navio
1799,cachorro
1800,passaro
1801,caminhao
1802,sapo
1803,gato
1804,navio
1805,gato
1806,veado
1807,cachorro
1808,aviao
1809,cavalo
1810,automovel
1811,cachorro
1812,veado
1813,cavalo
1814,sapo
1815,sapo
1816,aviao
1817,passaro
1818,gato
1819,passaro
1820,automovel
1821,aviao
1822,navio
1823,navio
1824,sapo
1825,navio
1826,caminhao
1827,caminhao
1828,navio
1829,veado
1830,gato
1831,sapo
1832,gato
1833,gato
1834,gato
1835,cachorro
1836,cachorro
1837,sapo
1838,sapo
1839,sapo
1840,automovel
1841,veado
1842,caminhao
1843,caminhao
1844,aviao
1845,navio
1846,navio
1847,automovel
1848,passaro
1849,cachorro
1850,passaro
1851,cavalo
1852,caminhao
1853,passaro
1854,gato
1855,passaro
1856,passaro
1857,gato
1858,automovel
1859,aviao
1860,sapo
1861,sapo
1862,aviao
1863,gato
1864,passaro
1865,sapo
1866,cavalo
1867,automovel
1868,navio
1869,cachorro
1870,gato
1871,aviao
1872,caminhao
1873,caminhao
1874,aviao
1875,cavalo
1876,automovel
1877,cavalo
1878,veado
1879,aviao
1880,sapo
1881,automovel
1882,cachorro
1883,caminhao
1884,gato
1885,gato
1886,gato
1887,passaro
1888,cachorro
1889,caminhao
1890,aviao
1891,caminhao
1892,automovel
1893,navio
1894,aviao
1895,passaro
1896,caminhao
1897,gato
1898,gato
1899,caminhao
1900,navio
1901,cavalo
1902,automovel
1903,cachorro
1904,navio
1905,veado
1906,caminhao
1907,cavalo
1908,sapo
1909,aviao
1910,veado
1911,navio
1912,cachorro
1913,automovel
1914,caminhao
1915,caminhao
1916,passaro
1917,gato
1918,navio
1919,automovel
1920,cachorro
1921,aviao
1922,passaro
1923,veado
1924,passaro
1925,veado
1926,caminhao
1927,gato
1928,gato
1929,veado
1930,automovel
1931,aviao
1932,gato
1933,cavalo
1934,cachorro
1935,aviao
1936,gato
1937,veado
1938,veado
1939,gato
1940,caminhao
1941,automovel
1942,cachorro
1943,passaro
1944,automovel
1945,veado
1946,passaro
1947,sapo
1948,veado
1949,gato
1950,gato
1951,automovel
1952,veado
1953,navio
1954,automovel
1955,veado
1956,veado
1957,caminhao
1958,gato
1959,automovel
1960,gato
1961,navio
1962,aviao
1963,cavalo
1964,veado
1965,caminhao
1966,cachorro
1967,passaro
1968,sapo
1969,caminhao
1970,cachorro
1971,navio
1972,caminhao
1973,gato
1974,gato
1975,passaro
1976,caminhao
1977,aviao
1978,sapo
1979,sapo
1980,cachorro
1981,passaro
1982,veado
1983,passaro
1984,navio
1985,navio
1986,navio
1987,aviao
1988,cavalo
1989,cavalo
1990,gato
1991,automovel
1992,caminhao
1993,passaro
1994,automovel
1995,veado
1996,passaro
1997,passaro
1998,navio
1999,cachorro
2000,automovel
2001,cachorro
2002,caminhao
2003,caminhao
2004,cachorro
2005,caminhao
2006,cachorro
2007,caminhao
2008,automovel
2009,cavalo
2010,automovel
2011,gato
2012,veado
2013,veado
2014,cavalo
2015,gato
2016,automovel
2017,gato
2018,gato
2019,veado
2020,cavalo
2021,gato
2022,cachorro
2023,veado
2024,caminhao
2025,veado
2026,sapo
2027,cavalo
2028,navio
2029,aviao
2030,sapo
2031,sapo
2032,caminhao
2033,veado
2034,veado
2035,aviao
2036,passaro
2037,navio
2038,sapo
2039,passaro
2040,gato
2041,gato
2042,cachorro
2043,gato
2044,caminhao
2045,veado
2046,veado
2047,aviao
2048,automovel
2049,navio
2050,passaro
2051,automovel
2052,caminhao
2053,navio
2054,cavalo
2055,passaro
2056,veado
2057,gato
2058,cavalo
2059,automovel
2060,aviao
2061,sapo
2062,automovel
2063,cachorro
2064,automovel
2065,cachorro
2066,aviao
2067,caminhao
2068,veado
2069,gato
2070,cachorro
2071,cachorro
2072,caminhao
2073,navio
2074,sapo
2075,aviao
2076,cachorro
2077,passaro
2078,veado
2079,automovel
2080,automovel
2081,passaro
2082,cachorro
2083,automovel
2084,gato
2085,veado
2086,cachorro
2087,aviao
2088,caminhao
2089,gato
2090,sapo
2091,navio
2092,sapo
2093,sapo
2094,cachorro
2095,aviao
2096,aviao
2097,aviao
2098,navio
2099,sapo
2100,veado
2101,cachorro
2102,sapo
2103,automovel
2104,aviao
2105,cachorro
2106,gato
2107,veado
2108,cachorro
2109,caminhao
2110,caminhao
2111,gato
2112,gato
2113,automovel
2114,aviao
2115,passaro
2116,caminhao
2117,navio
2118,caminhao
2119,sapo
2120,cavalo
2121,navio
2122,aviao
2123,cavalo
2124,passaro
2125,cavalo
2126,passaro
2127,caminhao
2128,aviao
2129,passaro
2130,navio
2131,sapo
2132,automovel
2133,sapo
2134,navio
2135,aviao
2136,cachorro
2137,passaro
2138,cavalo
2139,cachorro
2140,aviao
2141,sapo
2142,navio
2143,aviao
2144,caminhao
2145,navio
2146,sapo
2147,passaro
